,transcriptid
231952,1677943
231953,1759750
231954,1805247
232140,3139
232141,11919
232142,13727
232143,16718
232144,21243
232145,36351
232146,40211
232147,49485
232148,61379
232149,71853
232150,84887
232151,160166
232152,192279
232153,278355
232154,309100
232155,345970
232156,385387
232157,436501
232158,463947
232159,8678
232160,8679
232161,10939
232162,13839
232163,16773
232164,21658
232165,29005
232166,40146
232167,49461
232168,62172
232169,74725
232170,86084
232171,102352
232172,123328
232173,137713
232174,152640
232175,171145
232176,186273
232177,278244
232178,301149
232179,342735
232180,353619
232181,379777
232182,420648
232183,463817
232184,472829
232185,501323
232186,511446
232187,545132
232188,583828
232189,612625
232190,628853
232191,644291
232192,655695
232193,677466
232194,689922
232195,722894
232196,761854
232197,807388
232198,823537
232199,851406
232200,866050
232201,889360
232202,894085
232203,932348
232204,974911
232205,1026226
232206,1043026
232207,1074018
232208,1129716
232209,1195118
232210,1269041
232211,1293899
232212,1332772
232213,1346271
232214,1393994
232215,1450708
232216,1531816
232217,1595740
232218,1636186
232219,1659177
232220,1667279
232221,1743864
232222,1790886
232223,1821639
232224,1857654
232243,1558684
232244,1635016
232245,1724068
232246,1769376
232247,1822843
232410,995183
232411,1003855
232412,1025240
232413,1059097
232414,1059141
232415,1065577
232416,1090154
232417,1090159
232418,1095744
232419,1109435
232420,1149823
232421,1203561
232422,1217205
232423,1232186
232424,1267809
232425,1331171
232426,1365634
232427,1403649
232428,1410079
232429,1427085
232430,1449231
232431,1483144
232432,1483728
232433,1529472
232434,1565403
232435,1601978
232436,1614205
232437,1625571
232438,1635470
232439,1675954
232440,1716627
232441,1800488
232442,1849525
232459,13796
232460,17840
232461,23950
232462,34343
232463,46669
232464,53899
232465,65012
232466,72893
232467,85398
232468,108508
232487,1501626
232488,1527931
232489,1584663
232490,1750008
232491,1766030
232492,1766667
232493,1770544
232494,1831443
232601,4406
232602,4407
232603,10863
232604,13704
232605,16564
232606,20631
232607,36407
232608,44969
232609,55365
232610,63101
232611,73095
232612,89954
232613,104818
232614,114854
232615,120309
232616,141758
232617,150626
232618,178859
232619,186216
232663,49547
232664,59674
232665,73559
232666,86207
232667,102468
232668,119428
232669,152397
232670,172487
232671,182494
232672,202146
232673,203079
232674,205642
232675,270623
232676,278187
232677,301414
232678,336352
232679,360434
232680,379601
232681,415959
232682,417553
232683,422440
232684,428062
232685,458023
232686,492111
232687,522524
232688,538884
232689,560751
232690,586368
232691,596002
232692,599341
232693,625944
232694,669342
232695,693672
232696,696286
232697,719387
232698,739422
232699,766260
232700,775387
232701,780037
232702,804066
232703,831483
232704,831505
232705,850502
232706,873671
232707,890861
232708,911780
232709,936486
232710,958184
232711,974978
232712,1022442
232713,1049996
232714,1069246
232715,1097041
232716,1132101
232717,1204816
232718,1218818
232719,1262018
232720,1296240
232721,1332533
232722,1352950
232723,1367669
232724,1404884
232725,1413269
232726,1462950
232727,1471004
232728,1483302
232729,1493926
232730,1538434
232731,1557504
232732,1613872
232733,1623125
232734,1630565
232735,1635528
232736,1671953
232737,1691033
232738,1726627
232739,1742159
232740,1748311
232741,1766623
232742,1767174
232743,1767650
232744,1800557
232745,1824178
232746,1825186
232747,1830667
232748,1857428
232774,35764
232775,67594
232776,76786
232777,82049
232778,96944
232779,120339
232780,148868
232781,159888
232782,180774
232783,212357
232784,298632
232785,320731
232786,336147
232787,371818
232788,399331
232789,408868
232790,440212
232791,455920
232792,490173
232793,534303
232794,575280
232795,612152
232796,664428
232797,720553
232798,752716
232799,800983
232800,845158
232801,919161
232802,923839
232803,969001
232804,973368
232805,1019757
232806,1066736
232807,1119728
232808,1183837
232809,1275147
232810,1325512
232811,1375452
232812,1515115
232813,1553500
232814,1583252
232815,1648023
232816,1712389
232817,1781413
232818,1850931
232886,1600774
232887,1701526
232888,1726771
232889,1814662
232890,112652
232891,125969
232892,156415
232893,188393
232894,276614
232895,301192
232896,345747
232897,385116
232898,435377
232899,464523
232900,505029
232901,548907
232902,600693
232903,631424
232904,675523
232905,725266
232906,779488
232907,804725
232908,854180
232909,888904
232910,949612
232911,976440
232912,1022538
232913,1054564
232914,1071256
232915,1109404
232916,1158581
232917,1204820
232918,1279349
232919,1343096
232920,1413615
232921,1460667
232922,1481067
232923,1522155
232924,1538476
232925,1596801
232926,1710078
232927,1771128
232928,1798560
232929,1860461
232946,903221
232947,913790
232948,931015
232949,944232
232950,982318
232951,1030837
232952,1082525
232953,1100695
232954,1130319
232955,1145927
232956,1169684
232957,1191549
232958,1235338
232959,1275225
232960,1341568
232961,1360443
232962,1362851
232963,1404943
232964,1545485
232965,1550646
232966,1565031
232967,1565284
232968,1590695
232969,1603129
232970,1638992
232971,1665540
232972,1725410
232973,1770299
232974,1791609
232975,1859662
232977,11500
232978,16235
232979,19158
232980,19159
232981,21200
232982,33221
232983,42823
232984,49327
232985,60631
232986,73449
232987,88431
232988,90490
232989,100105
232990,125697
232991,155424
232992,194516
232993,216878
232994,316034
232995,341704
232996,388453
232997,409426
232998,413736
232999,459593
233000,498597
233001,551626
233002,576619
233003,627297
233004,674826
233005,702688
233006,731676
233007,749502
233008,804347
233009,848381
233010,902799
233011,929658
233012,980793
233013,1032150
233014,1086286
233015,1126165
233016,1204814
233017,1272492
233018,1343391
233019,1381750
233020,1446577
233021,1537874
233022,1545789
233023,1569114
233024,1622016
233025,1648601
233026,1737024
233027,1800829
233036,36263
233037,65835
233038,79004
233039,86067
233040,99617
233041,136039
233042,155918
233043,189894
233044,256859
233045,320743
233046,343206
233047,385917
233048,413800
233049,477642
233050,502229
233051,550523
233052,581493
233053,652253
233054,680627
233055,727302
233056,760526
233057,832009
233058,857188
233059,899043
233060,928097
233061,999576
233062,1033347
233063,1083886
233064,1130876
233142,442183
233143,442701
233144,453756
233145,462758
233146,474944
233147,493960
233148,516918
233149,536345
233150,551366
233151,562614
233152,581175
233153,587351
233154,602963
233155,620686
233156,638657
233157,646090
233158,668418
233159,690675
233160,692853
233161,713549
233162,759213
233163,761789
233164,784416
233165,798198
233166,826664
233167,842081
233168,866959
233169,871698
233170,884702
233171,904680
233172,907254
233173,931865
233174,965498
233175,995121
233176,1022706
233177,1085168
233178,1090194
233179,1766708
233180,1767958
233181,1771630
233260,7604
233261,7605
233262,11494
233263,14337
233264,17562
233265,34797
233266,45353
233267,54911
233268,65845
233269,73444
233270,86520
233271,107295
233272,125114
233273,155659
233274,188229
233275,282209
233276,302705
233277,343587
233278,382196
233279,423762
233280,434678
233281,457889
233282,500220
233283,545406
233284,591200
233285,626448
233286,674380
233287,719847
233288,769262
233289,804200
233290,811050
233291,1757517
233333,11276
233334,17455
233335,34035
233336,55828
233337,66784
233338,78514
233339,85539
233340,105996
233341,126713
233342,153860
233343,195288
233344,282012
233345,298003
233346,316172
233347,339987
233348,383313
233349,426280
233350,456199
233351,497556
233352,545402
233353,593576
233354,629402
233355,678040
233356,689841
233357,725736
233358,773394
233359,809415
233360,853293
233361,893699
233362,907902
233363,119361
233364,135772
233365,161200
233366,163925
233367,171838
233368,188005
233369,215223
233370,257466
233371,289438
233372,315587
233373,337205
233374,355109
233375,373627
233376,411836
233377,422077
233378,449591
233379,470872
233380,471421
233381,498307
233382,515764
233383,543039
233384,554327
233387,2411
233388,10577
233389,17393
233390,25174
233391,35329
233392,44304
233393,55021
233394,67662
233395,78412
233396,84955
233397,107562
233398,122507
233399,142418
233400,153804
233401,189248
233402,266602
233403,299110
233404,346581
233405,384475
233406,429197
233407,457701
233408,498822
233409,549915
233410,598287
233411,624737
233412,682328
233413,712757
233414,777896
233415,801282
233416,852645
233417,898023
233432,349189
233433,355546
233434,358238
233435,370983
233436,407316
233437,426726
233438,448237
233439,467675
233440,495347
233441,511417
233442,532130
233443,554234
233444,558669
233445,574517
233446,596279
233447,614428
233448,618185
233449,668539
233450,692833
233451,707293
233452,733275
233453,736910
233454,741088
233455,750583
233456,762898
233457,775809
233458,790067
233459,790732
233460,826647
233461,845228
233462,869641
233463,879292
233464,905489
233465,910358
233466,913275
233467,921988
233468,933189
233469,944207
233470,961468
233471,988417
233472,995009
233473,1016716
233474,1043269
233475,1048151
233476,1063464
233477,1087394
233478,1117787
233479,1149173
233480,1150422
233481,1181730
233482,1203517
233483,1256342
233484,1283750
233485,1293893
233486,1300465
233487,1321583
233488,1350681
233489,1355481
233490,1356577
233491,1359123
233492,1378626
233493,1390361
233494,1403406
233495,1408553
233496,1438800
233497,1457903
233498,1493536
233499,1508774
233500,1562898
233501,1612568
233502,1618154
233503,1624606
233504,1641180
233505,1644805
233506,1677043
233507,1681136
233508,1706373
233509,1731881
233510,1760275
233511,1769800
233512,1780183
233513,1840414
233551,3581
233552,10367
233553,13045
233554,20305
233555,27101
233556,37721
233557,48615
233558,57131
233559,68572
233560,96968
233561,120107
233562,146282
233563,163968
233564,173491
233565,175840
233566,219190
233567,292449
233568,329962
233569,355655
233570,379455
233571,419719
233572,436958
233573,453948
233574,471841
233575,498325
233576,514479
233577,531997
233578,583803
233579,623568
233580,641521
233581,669265
233582,692665
233583,717451
233584,738417
233585,766650
233586,843327
233587,870012
233588,884164
233589,932614
233590,966900
233591,988066
233592,1044582
233593,1047103
233594,1075461
233595,1123326
233596,1194458
233597,1211232
233598,1220574
233599,1223964
233600,1248743
233601,1298959
233602,1350481
233603,1377641
233604,1422010
233605,1450810
233606,1492266
233607,1512103
233608,1586439
233609,1659515
233610,1711271
233611,1740184
233612,1755818
233613,1769991
233614,1773632
233615,1831505
233616,1850874
233722,2533
233723,2534
233724,10659
233725,12945
233726,15913
233727,20815
233728,32754
233729,48739
233730,49837
233731,58895
233790,652118
233791,694742
233792,738232
233793,787675
233794,823061
233795,863121
233796,866413
233797,907028
233798,955547
233799,992218
233800,1039545
233801,1089837
233802,1161931
233803,1214763
233804,1284907
233805,1294449
233806,1425918
233807,1427120
233808,1476525
233809,1565482
233810,1619787
233811,1696653
233812,1760431
233813,1762995
233814,1830222
233871,9936
233927,279724
233928,280216
233929,280217
233930,286729
233931,288137
233932,290891
233933,309811
233934,312328
233935,317181
233936,331125
233937,376753
233938,391671
233939,420117
233940,425398
233941,428364
233942,429190
233943,445812
233944,468384
233945,474474
233946,489037
233947,544032
233948,559080
233949,565858
233950,587389
233951,598514
233952,601708
233953,617218
233954,634964
233955,639328
233956,646427
233957,663373
233958,719993
233959,737723
233960,739619
233961,770810
233962,775730
233963,779287
233964,793916
233965,817873
233966,820380
233967,823577
233968,824841
233969,848822
233970,892929
233971,1767682
233972,166558
233973,190916
233974,279704
233975,307664
233976,343973
233977,387008
233978,437873
233979,462865
233980,502907
233981,552438
233982,608112
233983,637665
233984,684409
233985,731913
234001,12354
234002,97322
234003,97419
234004,115133
234005,125091
234006,143076
234007,144848
234008,154802
234009,181203
234010,260225
234011,305559
234012,821160
234065,782875
234066,867507
234067,869005
234068,873975
234069,906065
234070,910343
234071,910864
234072,920115
234073,946094
234074,950554
234075,995021
234076,995082
234077,1001866
234078,1040632
234079,1044831
234080,1047459
234081,1096504
234082,1114935
234083,1149681
234084,1149957
234085,1221397
234086,1235333
234087,1258305
234088,1299752
234089,1301775
234090,1353069
234091,1356503
234092,1356544
234093,1408387
234094,1408982
234095,1481298
234096,1493650
234097,1545558
234098,1557537
234099,1559784
234100,1638540
234101,1639368
234102,1676951
234103,1678148
234104,1756669
234105,1766020
234106,1769846
234107,1821154
234108,1825996
234109,1831203
234161,1268333
234162,1310814
234163,1335672
234164,1421223
234165,1445440
234166,1446724
234167,1467608
234168,1478641
234169,1495670
234170,1539322
234171,1613096
234172,1689350
234173,1743606
234174,1750682
234175,1757187
234176,1803588
234177,1860541
234178,95204
234179,100208
234180,120744
234181,150200
234182,174184
234183,176926
234184,183656
234185,204706
234186,216935
234187,296324
234188,338994
234189,373083
234190,410315
234191,423484
234192,454373
234193,497668
234194,517835
234195,540426
234196,579800
234197,622208
234198,672148
234199,694774
234200,717088
234201,754030
234202,758022
234203,801461
234204,825875
234205,855677
234206,871778
234207,892675
234208,929188
234209,947418
234210,980625
234211,1030670
234212,1047446
234213,1080793
234214,1128356
234215,1164036
234216,1204786
